"[Município]","Cód. IBGE","UF","Região","Fabricante","Total de doses aplicadas","1ª Dose D1","2ª Dose D2","Dose Adicional DA","Dose Reforço DR","Dose Única DU"
"Arroio Do Sal","00000000430105","RS","Sul","PFIZER/BIONTECH","11,316","3,751","2,934","35","4,596","0"
"Arroio Do Tigre","00000000430120","RS","Sul","BUTANTAN/SINOVAC","5,204","2,631","2,566","0","7","0"
"Arroio Do Tigre","00000000430120","RS","Sul","FIOCRUZ/ASTRAZENECA","7,961","3,942","3,876","0","143","0"
"Arroio Do Tigre","00000000430120","RS","Sul","JANSSEN","509","0","0","0","184","325"
"Arroio Do Tigre","00000000430120","RS","Sul","PFIZER/BIONTECH","9,436","3,328","3,018","11","3,079","0"
"Arroio Dos Ratos","00000000430110","RS","Sul","BUTANTAN/SINOVAC","7,158","3,564","3,125","0","469","0"
"Arroio Dos Ratos","00000000430110","RS","Sul","FIOCRUZ/ASTRAZENECA","9,000","4,727","4,265","4","4","0"
"Arroio Dos Ratos","00000000430110","RS","Sul","JANSSEN","1,354","0","0","34","639","681"
"Arroio Dos Ratos","00000000430110","RS","Sul","PFIZER/BIONTECH","10,336","3,435","2,671","46","4,184","0"
"Arroio Grande","00000000430130","RS","Sul","BUTANTAN/SINOVAC","7,833","4,009","3,818","0","6","0"
"Arroio Grande","00000000430130","RS","Sul","FIOCRUZ/ASTRAZENECA","10,913","5,510","5,401","0","2","0"
"Arroio Grande","00000000430130","RS","Sul","JANSSEN","728","0","0","3","310","415"
"Arroio Grande","00000000430130","RS","Sul","PFIZER/BIONTECH","16,149","5,076","4,507","41","6,525","0"
"Arroio Trinta","00000000420160","SC","Sul","BUTANTAN/SINOVAC","1,629","847","782","0","0","0"
"Arroio Trinta","00000000420160","SC","Sul","FIOCRUZ/ASTRAZENECA","2,611","1,319","1,290","1","1","0"
"Arroio Trinta","00000000420160","SC","Sul","JANSSEN","211","0","0","0","88","123"
"Arroio Trinta","00000000420160","SC","Sul","PFIZER/BIONTECH","3,338","1,027","884","32","1,395","0"
"Artur Nogueira","00000000350380","SP","Sudeste","BUTANTAN/SINOVAC","33,465","15,743","15,774","10","1,938","0"
"Artur Nogueira","00000000350380","SP","Sudeste","FIOCRUZ/ASTRAZENECA","32,168","15,764","16,246","0","158","0"
"Artur Nogueira","00000000350380","SP","Sudeste","JANSSEN","2,078","0","0","0","376","1,702"
"Artur Nogueira","00000000350380","SP","Sudeste","PFIZER/BIONTECH","35,601","12,716","11,544","71","11,270","0"
"Aruanã","00000000520250","GO","Centro-Oeste","BUTANTAN/SINOVAC","3,025","1,624","1,399","0","2","0"
"Aruanã","00000000520250","GO","Centro-Oeste","FIOCRUZ/ASTRAZENECA","5,207","2,768","2,434","0","5","0"
"Aruanã","00000000520250","GO","Centro-Oeste","JANSSEN","271","0","0","15","83","173"
"Aruanã","00000000520250","GO","Centro-Oeste","PFIZER/BIONTECH","5,650","2,422","1,620","1","1,607","0"
"Arujá","00000000350390","SP","Sudeste","BUTANTAN/SINOVAC","53,019","25,265","25,093","15","2,646","0"
"Arujá","00000000350390","SP","Sudeste","FIOCRUZ/ASTRAZENECA","53,866","25,009","27,111","7","1,739","0"
"Arujá","00000000350390","SP","Sudeste","JANSSEN","3,193","0","0","0","783","2,410"
"Arujá","00000000350390","SP","Sudeste","PFIZER/BIONTECH","58,948","22,102","19,636","108","17,102","0"
"Arvoredo","00000000420165","SC","Sul","BUTANTAN/SINOVAC","1,051","550","501","0","0","0"
"Arvoredo","00000000420165","SC","Sul","FIOCRUZ/ASTRAZENECA","1,636","823","813","0","0","0"
"Arvoredo","00000000420165","SC","Sul","JANSSEN","80","0","0","0","0","80"
"Arvoredo","00000000420165","SC","Sul","PFIZER/BIONTECH","1,845","829","687","8","321","0"
"Arvorezinha","00000000430140","RS","Sul","BUTANTAN/SINOVAC","4,462","2,267","2,194","0","1","0"
"Arvorezinha","00000000430140","RS","Sul","FIOCRUZ/ASTRAZENECA","6,681","3,398","3,283","0","0","0"
"Arvorezinha","00000000430140","RS","Sul","JANSSEN","391","0","0","0","166","225"
"Arvorezinha","00000000430140","RS","Sul","PFIZER/BIONTECH","9,077","2,806","2,686","1","3,584","0"
"Ascurra","00000000420170","SC","Sul","BUTANTAN/SINOVAC","3,415","1,764","1,645","0","6","0"
"Ascurra","00000000420170","SC","Sul","FIOCRUZ/ASTRAZENECA","4,411","2,196","2,061","0","154","0"
"Ascurra","00000000420170","SC","Sul","JANSSEN","416","0","0","105","49","262"
"Ascurra","00000000420170","SC","Sul","PFIZER/BIONTECH","5,204","1,933","1,710","0","1,561","0"
"Aspásia","00000000350395","SP","Sudeste","BUTANTAN/SINOVAC","1,202","571","546","2","83","0"
"Aspásia","00000000350395","SP","Sudeste","FIOCRUZ/ASTRAZENECA","1,570","736","762","3","69","0"
"Aspásia","00000000350395","SP","Sudeste","JANSSEN","24","0","0","1","8","15"
"Aspásia","00000000350395","SP","Sudeste","PFIZER/BIONTECH","1,307","371","388","12","536","0"
"Assaí","00000000410190","PR","Sul","BUTANTAN/SINOVAC","5,717","2,947","2,769","0","1","0"
"Assaí","00000000410190","PR","Sul","FIOCRUZ/ASTRAZENECA","9,665","5,072","4,591","0","2","0"
"Assaí","00000000410190","PR","Sul","JANSSEN","370","0","0","1","84","285"
"Assaí","00000000410190","PR","Sul","PFIZER/BIONTECH","7,618","3,893","2,745","0","980","0"
"Assaré","00000000230160","CE","Nordeste","BUTANTAN/SINOVAC","5,077","2,677","2,399","0","1","0"
"Assaré","00000000230160","CE","Nordeste","FIOCRUZ/ASTRAZENECA","3,083","1,703","1,380","0","0","0"
"Assaré","00000000230160","CE","Nordeste","JANSSEN","24","0","0","1","14","9"
"Assaré","00000000230160","CE","Nordeste","PFIZER/BIONTECH","1,743","89","86","0","1,568","0"
"Assis","00000000350400","SP","Sudeste","BUTANTAN/SINOVAC","71,279","34,003","31,942","64","5,270","0"
"Assis","00000000350400","SP","Sudeste","FIOCRUZ/ASTRAZENECA","78,583","37,175","38,607","5","2,796","0"
"Assis","00000000350400","SP","Sudeste","JANSSEN","3,115","0","0","12","816","2,287"
"Assis","00000000350400","SP","Sudeste","PFIZER/BIONTECH","61,417","19,709","16,787","416","24,504","1"
"Assis Brasil","00000000120005","AC","Norte","BUTANTAN/SINOVAC","4,430","2,470","1,954","0","6","0"
"Assis Brasil","00000000120005","AC","Norte","FIOCRUZ/ASTRAZENECA","4,639","2,442","2,117","0","80","0"
"Assis Brasil","00000000120005","AC","Norte","JANSSEN","105","0","0","3","19","83"
"Assis Brasil","00000000120005","AC","Norte","PFIZER/BIONTECH","4,303","1,797","1,143","3","1,360","0"
"Assis Chateaubriand","00000000410200","PR","Sul","BUTANTAN/SINOVAC","13,774","7,179","6,591","0","4","0"
"Assis Chateaubriand","00000000410200","PR","Sul","FIOCRUZ/ASTRAZENECA","23,161","11,404","11,036","1","720","0"
"Assis Chateaubriand","00000000410200","PR","Sul","JANSSEN","1,463","0","0","19","690","754"
"Assis Chateaubriand","00000000410200","PR","Sul","PFIZER/BIONTECH","29,043","11,243","8,440","3","9,357","0"
"Assunção","00000000250135","PB","Nordeste","BUTANTAN/SINOVAC","1,937","1,043","894","0","0","0"
"Assunção","00000000250135","PB","Nordeste","FIOCRUZ/ASTRAZENECA","2,048","962","951","0","135","0"
"Assunção","00000000250135","PB","Nordeste","JANSSEN","149","0","0","0","72","77"
"Assunção","00000000250135","PB","Nordeste","PFIZER/BIONTECH","3,393","1,362","1,067","9","955","0"
"Assunção Do Piauí","00000000220105","PI","Nordeste","BUTANTAN/SINOVAC","2,895","1,576","1,318","1","0","0"
"Assunção Do Piauí","00000000220105","PI","Nordeste","FIOCRUZ/ASTRAZENECA","4,201","2,161","2,036","0","4","0"
"Assunção Do Piauí","00000000220105","PI","Nordeste","JANSSEN","134","0","0","0","0","134"
"Assunção Do Piauí","00000000220105","PI","Nordeste","PFIZER/BIONTECH","4,800","2,495","1,725","2","578","0"
"Astolfo Dutra","00000000310460","MG","Sudeste","BUTANTAN/SINOVAC","3,997","2,036","1,961","0","0","0"
"Astolfo Dutra","00000000310460","MG","Sudeste","FIOCRUZ/ASTRAZENECA","7,559","4,260","3,299","0","0","0"
"Astolfo Dutra","00000000310460","MG","Sudeste","JANSSEN","283","0","0","0","21","262"
"Astolfo Dutra","00000000310460","MG","Sudeste","PFIZER/BIONTECH","5,925","3,677","1,464","12","772","0"
"Astorga","00000000410210","PR","Sul","BUTANTAN/SINOVAC","9,494","4,910","4,584","0","0","0"
"Astorga","00000000410210","PR","Sul","FIOCRUZ/ASTRAZENECA","15,543","7,635","7,429","4","475","0"
"Astorga","00000000410210","PR","Sul","JANSSEN","1,481","0","0","1","580","900"
"Astorga","00000000410210","PR","Sul","PFIZER/BIONTECH","20,840","7,834","6,523","115","6,368","0"
"Atalaia","00000000270040","AL","Nordeste","BUTANTAN/SINOVAC","8,764","4,819","3,945","0","0","0"
"Atalaia","00000000270040","AL","Nordeste","FIOCRUZ/ASTRAZENECA","17,201","8,839","8,096","1","265","0"
"Atalaia","00000000270040","AL","Nordeste","JANSSEN","592","0","0","16","118","458"
"Atalaia","00000000270040","AL","Nordeste","PFIZER/BIONTECH","31,321","14,233","10,517","10","6,561","0"
"Atalaia","00000000410220","PR","Sul","BUTANTAN/SINOVAC","1,553","787","766","0","0","0"
"Atalaia","00000000410220","PR","Sul","FIOCRUZ/ASTRAZENECA","3,619","1,757","1,747","0","115","0"
"Atalaia","00000000410220","PR","Sul","JANSSEN","127","0","0","0","67","60"
"Atalaia","00000000410220","PR","Sul","PFIZER/BIONTECH","3,473","1,209","970","7","1,287","0"
"Atalaia Do Norte","00000000130020","AM","Norte","BUTANTAN/SINOVAC","5,863","3,241","2,622","0","0","0"
"Atalaia Do Norte","00000000130020","AM","Norte","FIOCRUZ/ASTRAZENECA","6,424","3,451","2,846","0","127","0"
"Atalaia Do Norte","00000000130020","AM","Norte","JANSSEN","877","0","0","0","541","336"
"Atalaia Do Norte","00000000130020","AM","Norte","PFIZER/BIONTECH","2,773","1,086","751","0","936","0"
"Atalanta","00000000420180","SC","Sul","BUTANTAN/SINOVAC","1,222","631","591","0","0","0"
"Atalanta","00000000420180","SC","Sul","FIOCRUZ/ASTRAZENECA","2,120","1,078","1,041","0","1","0"
"Atalanta","00000000420180","SC","Sul","JANSSEN","203","0","0","0","90","113"
"Atalanta","00000000420180","SC","Sul","PFIZER/BIONTECH","2,520","897","742","6","875","0"
"Ataléia","00000000310470","MG","Sudeste","BUTANTAN/SINOVAC","4,504","2,299","2,205","0","0","0"
"Ataléia","00000000310470","MG","Sudeste","FIOCRUZ/ASTRAZENECA","7,569","4,068","3,413","1","87","0"
"Ataléia","00000000310470","MG","Sudeste","JANSSEN","197","0","0","5","17","175"
"Ataléia","00000000310470","MG","Sudeste","PFIZER/BIONTECH","6,743","2,939","1,997","124","1,683","0"
"Atibaia","00000000350410","SP","Sudeste","BUTANTAN/SINOVAC","102,809","50,994","44,949","143","6,723","0"
"Atibaia","00000000350410","SP","Sudeste","FIOCRUZ/ASTRAZENECA","96,871","47,555","44,145","147","5,024","0"
"Atibaia","00000000350410","SP","Sudeste","JANSSEN","3,553","0","0","0","8","3,545"
"Atibaia","00000000350410","SP","Sudeste","PFIZER/BIONTECH","98,275","33,991","31,978","663","31,643","0"
"Atilio Vivacqua","00000000320070","ES","Sudeste","BUTANTAN/SINOVAC","5,137","2,870","2,261","0","6","0"
"Atilio Vivacqua","00000000320070","ES","Sudeste","FIOCRUZ/ASTRAZENECA","5,939","2,943","2,579","57","360","0"
"Atilio Vivacqua","00000000320070","ES","Sudeste","JANSSEN","568","0","0","0","156","412"
"Atilio Vivacqua","00000000320070","ES","Sudeste","PFIZER/BIONTECH","8,312","3,261","2,539","797","1,715","0"
"Augustinópolis","00000000170255","TO","Norte","BUTANTAN/SINOVAC","5,663","3,069","2,592","0","2","0"
"Augustinópolis","00000000170255","TO","Norte","FIOCRUZ/ASTRAZENECA","10,734","5,675","4,975","0","84","0"
"Augustinópolis","00000000170255","TO","Norte","JANSSEN","243","0","0","16","36","191"
"Augustinópolis","00000000170255","TO","Norte","PFIZER/BIONTECH","7,411","3,797","1,803","15","1,796","0"
"Augusto Corrêa","00000000150090","PA","Norte","BUTANTAN/SINOVAC","13,286","7,646","5,622","0","18","0"
"Augusto Corrêa","00000000150090","PA","Norte","FIOCRUZ/ASTRAZENECA","24,588","13,752","10,831","1","4","0"
"Augusto Corrêa","00000000150090","PA","Norte","PFIZER/BIONTECH","16,312","8,767","5,388","1","2,156","0"
"Augusto De Lima","00000000310480","MG","Sudeste","BUTANTAN/SINOVAC","1,896","960","936","0","0","0"
"Augusto De Lima","00000000310480","MG","Sudeste","FIOCRUZ/ASTRAZENECA","3,068","1,562","1,506","0","0","0"
"Augusto De Lima","00000000310480","MG","Sudeste","JANSSEN","149","0","0","0","64","85"
"Augusto De Lima","00000000310480","MG","Sudeste","PFIZER/BIONTECH","4,259","1,369","1,171","23","1,696","0"
"Augusto Pestana","00000000430150","RS","Sul","BUTANTAN/SINOVAC","4,078","2,099","1,979","0","0","0"
"Augusto Pestana","00000000430150","RS","Sul","FIOCRUZ/ASTRAZENECA","4,361","2,209","2,152","0","0","0"
"Augusto Pestana","00000000430150","RS","Sul","JANSSEN","238","0","0","0","65","173"
"Augusto Pestana","00000000430150","RS","Sul","PFIZER/BIONTECH","5,934","1,724","1,496","14","2,700","0"
"Augusto Severo","00000000240130","RN","Nordeste","BUTANTAN/SINOVAC","6,027","3,244","2,774","2","7","0"
"Augusto Severo","00000000240130","RN","Nordeste","FIOCRUZ/ASTRAZENECA","7,327","3,805","3,474","1","47","0"
"Augusto Severo","00000000240130","RN","Nordeste","JANSSEN","616","0","0","0","383","233"
"Augusto Severo","00000000240130","RN","Nordeste","PFIZER/BIONTECH","9,753","3,917","3,133","214","2,489","0"
"Áurea","00000000430155","RS","Sul","BUTANTAN/SINOVAC","1,957","998","957","0","2","0"
"Áurea","00000000430155","RS","Sul","FIOCRUZ/ASTRAZENECA","2,353","1,202","1,151","0","0","0"
"Áurea","00000000430155","RS","Sul","JANSSEN","173","0","0","0","82","91"
"Áurea","00000000430155","RS","Sul","PFIZER/BIONTECH","3,281","819","831","7","1,624","0"
"Aurelino Leal","00000000290240","BA","Nordeste","BUTANTAN/SINOVAC","3,161","1,746","1,414","0","1","0"
"Aurelino Leal","00000000290240","BA","Nordeste","FIOCRUZ/ASTRAZENECA","6,051","2,999","2,889","0","163","0"
"Aurelino Leal","00000000290240","BA","Nordeste","JANSSEN","197","0","0","0","35","162"
"Aurelino Leal","00000000290240","BA","Nordeste","PFIZER/BIONTECH","6,096","2,924","1,809","16","1,347","0"
"Auriflama","00000000350420","SP","Sudeste","BUTANTAN/SINOVAC","10,254","3,895","3,706","33","2,620","0"
"Auriflama","00000000350420","SP","Sudeste","FIOCRUZ/ASTRAZENECA","10,610","5,055","5,468","1","86","0"
"Auriflama","00000000350420","SP","Sudeste","JANSSEN","564","0","0","0","199","365"
"Auriflama","00000000350420","SP","Sudeste","PFIZER/BIONTECH","7,000","2,642","2,405","0","1,953","0"
"Aurilândia","00000000520260","GO","Centro-Oeste","BUTANTAN/SINOVAC","1,521","792","729","0","0","0"
"Aurilândia","00000000520260","GO","Centro-Oeste","FIOCRUZ/ASTRAZENECA","2,721","1,396","1,325","0","0","0"
"Aurilândia","00000000520260","GO","Centro-Oeste","JANSSEN","31","0","0","0","15","16"
"Aurilândia","00000000520260","GO","Centro-Oeste","PFIZER/BIONTECH","2,885","772","639","44","1,430","0"
"Aurora","00000000230170","CE","Nordeste","BUTANTAN/SINOVAC","4,590","2,408","2,182","0","0","0"
"Aurora","00000000230170","CE","Nordeste","FIOCRUZ/ASTRAZENECA","3,273","2,839","434","0","0","0"
"Aurora","00000000230170","CE","Nordeste","JANSSEN","56","0","0","0","0","56"
"Aurora","00000000230170","CE","Nordeste","PFIZER/BIONTECH","158","158","0","0","0","0"
"Aurora","00000000420190","SC","Sul","BUTANTAN/SINOVAC","2,654","1,398","1,254","0","2","0"
"Aurora","00000000420190","SC","Sul","FIOCRUZ/ASTRAZENECA","3,867","1,953","1,914","0","0","0"
"Aurora","00000000420190","SC","Sul","JANSSEN","261","0","0","0","57","204"
"Aurora","00000000420190","SC","Sul","PFIZER/BIONTECH","4,999","1,924","1,540","42","1,493","0"
"Aurora Do Pará","00000000150095","PA","Norte","BUTANTAN/SINOVAC","7,867","4,385","3,482","0","0","0"
"Aurora Do Pará","00000000150095","PA","Norte","FIOCRUZ/ASTRAZENECA","13,928","7,493","6,421","0","14","0"
"Aurora Do Pará","00000000150095","PA","Norte","JANSSEN","618","0","0","0","75","543"
"Aurora Do Pará","00000000150095","PA","Norte","PFIZER/BIONTECH","5,904","2,774","1,413","0","1,717","0"
"Aurora Do Tocantins","00000000170270","TO","Norte","BUTANTAN/SINOVAC","1,371","710","661","0","0","0"
"Aurora Do Tocantins","00000000170270","TO","Norte","FIOCRUZ/ASTRAZENECA","2,441","1,306","1,123","7","5","0"
"Aurora Do Tocantins","00000000170270","TO","Norte","JANSSEN","101","0","0","43","1","57"
"Aurora Do Tocantins","00000000170270","TO","Norte","PFIZER/BIONTECH","1,510","570","411","85","444","0"
"Autazes","00000000130030","AM","Norte","BUTANTAN/SINOVAC","13,244","6,572","6,671","0","1","0"
"Autazes","00000000130030","AM","Norte","FIOCRUZ/ASTRAZENECA","24,046","12,772","10,824","0","450","0"
"Autazes","00000000130030","AM","Norte","JANSSEN","625","0","0","1","224","400"
"Autazes","00000000130030","AM","Norte","PFIZER/BIONTECH","14,716","6,003","3,094","41","5,578","0"
"Avaí","00000000350430","SP","Sudeste","BUTANTAN/SINOVAC","3,821","1,821","1,761","16","223","0"
"Avaí","00000000350430","SP","Sudeste","FIOCRUZ/ASTRAZENECA","2,978","1,411","1,473","0","94","0"
"Avaí","00000000350430","SP","Sudeste","JANSSEN","68","0","0","0","28","40"
"Avaí","00000000350430","SP","Sudeste","PFIZER/BIONTECH","3,608","1,114","1,090","12","1,392","0"
"Avanhandava","00000000350440","SP","Sudeste","BUTANTAN/SINOVAC","7,835","3,408","3,564","0","863","0"
"Avanhandava","00000000350440","SP","Sudeste","FIOCRUZ/ASTRAZENECA","7,932","4,010","3,835","3","84","0"
"Avanhandava","00000000350440","SP","Sudeste","JANSSEN","357","0","0","0","125","232"
"Avanhandava","00000000350440","SP","Sudeste","PFIZER/BIONTECH","7,836","2,761","2,487","19","2,569","0"
"Avaré","00000000350450","SP","Sudeste","BUTANTAN/SINOVAC","63,188","29,887","28,749","165","4,387","0"
"Avaré","00000000350450","SP","Sudeste","FIOCRUZ/ASTRAZENECA","60,202","29,946","27,736","1","2,519","0"
"Avaré","00000000350450","SP","Sudeste","JANSSEN","3,551","0","0","0","1,432","2,119"
"Avaré","00000000350450","SP","Sudeste","PFIZER/BIONTECH","65,129","20,870","20,403","72","23,784","0"
"Aveiro","00000000150100","PA","Norte","BUTANTAN/SINOVAC","3,050","1,673","1,377","0","0","0"
"Aveiro","00000000150100","PA","Norte","FIOCRUZ/ASTRAZENECA","7,783","4,421","3,208","0","154","0"
"Aveiro","00000000150100","PA","Norte","JANSSEN","693","0","0","0","98","595"
"Aveiro","00000000150100","PA","Norte","PFIZER/BIONTECH","3,483","1,430","955","0","1,098","0"
"Avelino Lopes","00000000220110","PI","Nordeste","BUTANTAN/SINOVAC","4,435","2,296","2,139","0","0","0"
"Avelino Lopes","00000000220110","PI","Nordeste","FIOCRUZ/ASTRAZENECA","6,432","3,229","3,123","0","80","0"
"Avelino Lopes","00000000220110","PI","Nordeste","JANSSEN","324","0","0","0","128","196"
"Avelino Lopes","00000000220110","PI","Nordeste","PFIZER/BIONTECH","7,868","3,367","2,366","0","2,135","0"
"Avelinópolis","00000000520280","GO","Centro-Oeste","BUTANTAN/SINOVAC","1,308","710","598","0","0","0"
"Avelinópolis","00000000520280","GO","Centro-Oeste","FIOCRUZ/ASTRAZENECA","2,250","1,131","1,118","0","1","0"
"Avelinópolis","00000000520280","GO","Centro-Oeste","JANSSEN","20","0","0","0","9","11"
"Avelinópolis","00000000520280","GO","Centro-Oeste","PFIZER/BIONTECH","1,844","532","383","0","929","0"
"Axixá","00000000210110","MA","Nordeste","BUTANTAN/SINOVAC","3,056","1,689","1,362","0","5","0"
"Axixá","00000000210110","MA","Nordeste","FIOCRUZ/ASTRAZENECA","9,292","4,949","4,338","0","5","0"
"Axixá","00000000210110","MA","Nordeste","JANSSEN","140","0","0","0","47","93"
"Axixá","00000000210110","MA","Nordeste","PFIZER/BIONTECH","5,448","1,692","1,318","21","2,417","0"
"Axixá Do Tocantins","00000000170290","TO","Norte","BUTANTAN/SINOVAC","4,222","2,320","1,902","0","0","0"
"Axixá Do Tocantins","00000000170290","TO","Norte","FIOCRUZ/ASTRAZENECA","5,260","2,770","2,486","0","4","0"
"Axixá Do Tocantins","00000000170290","TO","Norte","JANSSEN","160","0","0","0","41","119"
"Axixá Do Tocantins","00000000170290","TO","Norte","PFIZER/BIONTECH","4,794","2,269","1,257","3","1,265","0"
"Babaçulândia","00000000170300","TO","Norte","BUTANTAN/SINOVAC","3,021","1,663","1,358","0","0","0"
"Babaçulândia","00000000170300","TO","Norte","FIOCRUZ/ASTRAZENECA","5,404","2,684","2,386","0","334","0"
"Babaçulândia","00000000170300","TO","Norte","JANSSEN","643","0","0","0","153","490"
"Babaçulândia","00000000170300","TO","Norte","PFIZER/BIONTECH","3,034","1,306","741","11","976","0"
"Bacabal","00000000210120","MA","Nordeste","BUTANTAN/SINOVAC","20,079","10,504","9,567","0","8","0"
"Bacabal","00000000210120","MA","Nordeste","FIOCRUZ/ASTRAZENECA","52,229","27,948","22,903","18","1,360","0"
"Bacabal","00000000210120","MA","Nordeste","JANSSEN","7,068","0","0","105","1,005","5,958"
"Bacabal","00000000210120","MA","Nordeste","PFIZER/BIONTECH","64,252","30,460","19,943","215","13,634","0"
"Bacabeira","00000000210125","MA","Nordeste","BUTANTAN/SINOVAC","4,351","2,366","1,983","0","2","0"
"Bacabeira","00000000210125","MA","Nordeste","FIOCRUZ/ASTRAZENECA","7,159","3,974","3,184","0","1","0"
"Bacabeira","00000000210125","MA","Nordeste","JANSSEN","195","0","0","0","68","127"
"Bacabeira","00000000210125","MA","Nordeste","PFIZER/BIONTECH","7,301","3,110","2,274","23","1,894","0"
"Bacuri","00000000210130","MA","Nordeste","BUTANTAN/SINOVAC","5,249","2,940","2,309","0","0","0"
"Bacuri","00000000210130","MA","Nordeste","FIOCRUZ/ASTRAZENECA","8,942","5,225","3,717","0","0","0"
"Bacuri","00000000210130","MA","Nordeste","JANSSEN","136","0","0","0","0","136"
"Bacuri","00000000210130","MA","Nordeste","PFIZER/BIONTECH","6,628","2,595","1,897","1","2,135","0"
"Bacurituba","00000000210135","MA","Nordeste","BUTANTAN/SINOVAC","1,290","712","577","0","1","0"
"Bacurituba","00000000210135","MA","Nordeste","FIOCRUZ/ASTRAZENECA","4,707","2,458","2,248","0","1","0"
